0,1,2,3,4,5,6,7,8
한도담,Platinum 4,LOSS,Caitlyn,adc,6 , 11 , 6,1.09
한도담,Platinum 4,LOSS,Zilean,support,2 , 4 , 12,3.50
한도담,Platinum 4,WIN,Jhin,adc,14 , 3 , 6,6.67
한도담,Platinum 4,WIN,Twitch,adc,3 , 8 , 3,0.75
하체만잘하면이김,Silver 4,WIN,MasterYi,jungle,14 , 3 , 1,5.00
하체만잘하면이김,Silver 4,LOSS,Irelia,mid,6 , 2 , 0,3.00
하체만잘하면이김,Silver 4,LOSS,Malphite,mid,6 , 4 , 7,3.25
하체만잘하면이김,Silver 4,WIN,MonkeyKing,mid,14 , 7 , 3,2.43
하체만잘하면이김,Silver 4,WIN,Nocturne,jungle,8 , 10 , 19,2.70
하체만잘하면이김,Silver 4,WIN,Olaf,top,3 , 0 , 0,3.00
하체만잘하면이김,Silver 4,LOSS,Irelia,mid,16 , 8 , 9,3.13
하체만잘하면이김,Silver 4,LOSS,Irelia,top,3 , 8 , 1,0.50
하체만잘하면이김,Silver 4,WIN,Irelia,mid,16 , 5 , 5,4.20
하체만잘하면이김,Silver 4,LOSS,Irelia,mid,5 , 7 , 0,0.71
하체만잘하면이김,Silver 4,WIN,Irelia,mid,11 , 1 , 4 ,5.00
하체만잘하면이김,Silver 4,RE,Irelia,mid,0 , 1 , 0,0.00
하체만잘하면이김,Silver 4,LOSS,Fiora,top,6 , 6 , 0,1.00
하체만잘하면이김,Silver 4,WIN,Morgana,support,1 , 6 , 19,3.33
하체만잘하면이김,Silver 4,WIN,Irelia,mid,10 , 1 , 4 ,4.00
하체만잘하면이김,Silver 4,LOSS,Fiora,top,6 , 10 , 4,1.00
하체만잘하면이김,Silver 4,WIN,Fiora,top,11 , 1 , 2 ,3.00
하체만잘하면이김,Silver 4,LOSS,Fiora,top,3 , 5 , 1,0.80
하체만잘하면이김,Silver 4,WIN,Fiora,top,9 , 0 , 1 ,0.00
하체만잘하면이김,Silver 4,WIN,Fiora,top,9 , 6 , 9,3.00
하체만잘하면이김,Silver 4,LOSS,Olaf,top,2 , 6 , 1,0.50
하체만잘하면이김,Silver 4,WIN,Darius,top,7 , 7 , 2,1.29
하체만잘하면이김,Silver 4,LOSS,Nunu,jungle,2 , 5 , 5,1.40
하체만잘하면이김,Silver 4,LOSS,Irelia,top,2 , 7 , 3,0.71
하체만잘하면이김,Silver 4,LOSS,DrMundo,top,4 , 7 , 9,1.86
하체만잘하면이김,Silver 4,WIN,Olaf,top,5 , 5 , 3,1.60
하체만잘하면이김,Silver 4,WIN,MasterYi,jungle,21 , 6 , 3,4.00
하체만잘하면이김,Silver 4,LOSS,Nocturne,jungle,3 , 3 , 2,1.67
하체만잘하면이김,Silver 4,WIN,Nocturne,jungle,6 , 2 , 3,4.50
하체만잘하면이김,Silver 4,LOSS,Irelia,mid,3 , 4 , 1,1.00
하루 고개숙여봐,Gold 4,WIN,Jinx,adc,17 , 6 , 9,4.33
하루 고개숙여봐,Gold 4,LOSS,Jhin,adc,10 , 15 , 9,1.27
하루 고개숙여봐,Gold 4,LOSS,Yone,mid,0 , 6 , 1,0.17
하루 고개숙여봐,Gold 4,LOSS,Sylas,mid,0 , 7 , 2,0.29
하루 고개숙여봐,Gold 4,WIN,Akali,mid,9 , 8 , 13,2.75
하루 고개숙여봐,Gold 4,WIN,Akali,adc,10 , 6 , 25,5.83
하루 고개숙여봐,Gold 4,WIN,Sona,adc,3 , 9 , 45,5.33
하루 고개숙여봐,Gold 4,LOSS,MasterYi,jungle,4 , 9 , 16,2.22
하루 고개숙여봐,Gold 4,LOSS,Akali,mid,5 , 7 , 5,1.43
하루 고개숙여봐,Gold 4,LOSS,Ezreal,jungle,0 , 11 , 5,0.45
하루 고개숙여봐,Gold 4,LOSS,Lucian,adc,8 , 8 , 7,1.88
하루 고개숙여봐,Gold 4,LOSS,Aatrox,mid,9 , 13 , 14,1.77
하루 고개숙여봐,Gold 4,LOSS,Yone,mid,6 , 8 , 8,1.75
하루 고개숙여봐,Gold 4,WIN,Viktor,mid,8 , 7 , 5,1.86
하루 고개숙여봐,Gold 4,LOSS,Kaisa,jungle,15 , 9 , 13,3.11
하루 고개숙여봐,Gold 4,LOSS,Akali,adc,14 , 10 , 13,2.70
하루 고개숙여봐,Gold 4,LOSS,Jhin,adc,11 , 8 , 8,2.38
하루 고개숙여봐,Gold 4,WIN,Katarina,mid,7 , 9 , 5,1.33
하루 고개숙여봐,Gold 4,LOSS,Akali,mid,8 , 2 , 0,4.00
하루 고개숙여봐,Gold 4,LOSS,Yone,mid,2 , 6 , 3,0.83
하루 고개숙여봐,Gold 4,LOSS,Ezreal,mid,3 , 3 , 1,1.33
하루 고개숙여봐,Gold 4,RE,Yone,mid,0 , 0 , 0,0.00
하루 고개숙여봐,Gold 4,LOSS,Irelia,top,4 , 12 , 8,1.00
하루 고개숙여봐,Gold 4,LOSS,Yone,top,2 , 9 , 2,0.44
하루 고개숙여봐,Gold 4,WIN,Ryze,top,2 , 5 , 4,1.20
하루 고개숙여봐,Gold 4,WIN,Rammus,top,7 , 9 , 26,3.67
하루 고개숙여봐,Gold 4,LOSS,Rammus,top,3 , 7 , 8,1.57
하루 고개숙여봐,Gold 4,LOSS,Camille,top,6 , 8 , 2,1.00
하루 고개숙여봐,Gold 4,LOSS,Akali,mid,2 , 3 , 1,1.00
하루 고개숙여봐,Gold 4,WIN,Rammus,top,2 , 4 , 15,4.25
피의블라지미르,Unranked,LOSS,Karma,support,1 , 0 , 0,1.00
피의블라지미르,Unranked,LOSS,Karma,support,2 , 1 , 1,3.00
피의블라지미르,Unranked,LOSS,Karma,support,3 , 2 , 9,6.00
피의블라지미르,Unranked,LOSS,Karthus,jungle,3 , 3 , 3,2.00
피의블라지미르,Unranked,LOSS,Karma,support,0 , 2 , 1,0.50
피의블라지미르,Unranked,LOSS,Karma,support,4 , 2 , 8,6.00
피의블라지미르,Unranked,WIN,Karma,support,6 , 1 , 14 ,0.00
피의블라지미르,Unranked,LOSS,Karma,support,1 , 1 , 5,6.00
피의블라지미르,Unranked,WIN,Karma,support,2 , 1 , 14 ,6.00
피의블라지미르,Unranked,LOSS,Karma,support,0 , 0 , 1,1.00
피의블라지미르,Unranked,LOSS,Kled,mid,3 , 7 , 2,0.71
피의블라지미르,Unranked,LOSS,Anivia,mid,4 , 3 , 4,2.67
피의블라지미르,Unranked,LOSS,Camille,top,6 , 9 , 6,1.33
피의블라지미르,Unranked,WIN,Irelia,top,5 , 4 , 4,2.25
피의블라지미르,Unranked,LOSS,Irelia,top,2 , 7 , 1,0.43
피의블라지미르,Unranked,LOSS,Yasuo,mid,1 , 6 , 1,0.33
피의블라지미르,Unranked,LOSS,Ryze,mid,3 , 2 , 3,3.00
피의블라지미르,Unranked,LOSS,Kled,mid,2 , 2 , 1,1.50
피의블라지미르,Unranked,WIN,Leblanc,mid,6 , 1 , 4 ,0.00
피의블라지미르,Unranked,WIN,Kled,mid,4 , 4 , 5,2.25
피의블라지미르,Unranked,WIN,Camille,mid,6 , 7 , 12,2.57
피의블라지미르,Unranked,WIN,Kled,mid,8 , 5 , 15,4.60
피의블라지미르,Unranked,LOSS,Kassadin,mid,11 , 5 , 9,4.00
피의블라지미르,Unranked,WIN,Kassadin,mid,8 , 2 , 7,7.50
피의블라지미르,Unranked,LOSS,Kled,mid,8 , 5 , 3,2.20
피의블라지미르,Unranked,LOSS,Camille,mid,5 , 5 , 11,3.20
피의블라지미르,Unranked,WIN,Camille,mid,3 , 1 , 7 ,0.00
피의블라지미르,Unranked,WIN,Kled,mid,5 , 4 , 7,3.00
피의블라지미르,Unranked,LOSS,Kled,mid,7 , 7 , 8,2.14
피의블라지미르,Unranked,WIN,Camille,mid,9 , 5 , 9,3.60
티 팔,Gold 4,WIN,Blitzcrank,support,1 , 2 , 15,8.00
티 팔,Gold 4,LOSS,Leblanc,mid,13 , 10 , 4,1.70
티 팔,Gold 4,WIN,Vayne,adc,12 , 10 , 8,2.00
티 팔,Gold 4,WIN,Tristana,adc,22 , 7 , 9,4.43
티 팔,Gold 4,LOSS,Rumble,mid,7 , 10 , 2,0.90
티 팔,Gold 4,WIN,Sett,mid,11 , 3 , 5,5.33
티 팔,Gold 4,WIN,Jayce,mid,8 , 7 , 6,2.00
티 팔,Gold 4,WIN,Vladimir,mid,3 , 1 , 1,4.00
티 팔,Gold 4,WIN,Vayne,adc,11 , 0 , 1 ,2.00
티 팔,Gold 4,WIN,Jinx,adc,13 , 5 , 11,4.80
티 팔,Gold 4,WIN,Tristana,adc,10 , 7 , 12,3.14
티 팔,Gold 4,LOSS,Kindred,jungle,3 , 6 , 1,0.67
티 팔,Gold 4,LOSS,Graves,top,1 , 8 , 2,0.38
티 팔,Gold 4,WIN,Teemo,top,4 , 2 , 3,3.50
티 팔,Gold 4,LOSS,Garen,top,7 , 7 , 3,1.43
티 팔,Gold 4,LOSS,Teemo,top,5 , 8 , 3,1.00
티 팔,Gold 4,WIN,Teemo,top,10 , 6 , 5,2.50
티 팔,Gold 4,WIN,Teemo,top,12 , 5 , 6,3.60
티 팔,Gold 4,WIN,Ezreal,adc,11 , 9 , 12,2.56
티 팔,Gold 4,LOSS,Fiora,top,7 , 6 , 4,1.83
티 팔,Gold 4,WIN,Teemo,top,11 , 5 , 7,3.60
티 팔,Gold 4,WIN,Teemo,top,10 , 5 , 6,3.20
티 팔,Gold 4,WIN,Teemo,top,5 , 5 , 5,2.00
티 팔,Gold 4,LOSS,Yuumi,support,0 , 5 , 5,1.00
티 팔,Gold 4,WIN,Lillia,top,8 , 8 , 15,2.88
티 팔,Gold 4,WIN,Teemo,top,5 , 4 , 4,2.25
티 팔,Gold 4,WIN,Nunu,mid,8 , 1 , 3 ,1.00
티 팔,Gold 4,WIN,Lux,mid,5 , 1 , 7 ,2.00
티 팔,Gold 4,WIN,Lux,mid,2 , 0 , 0,2.00
티 팔,Gold 4,WIN,Lux,mid,11 , 7 , 11,3.14
트롤아님안함,Platinum 2,LOSS,Ekko,jungle,4 , 7 , 5,1.29
트롤아님안함,Platinum 2,WIN,Ekko,jungle,7 , 2 , 6,6.50
트롤아님안함,Platinum 2,LOSS,Zed,mid,3 , 5 , 3,1.20
트롤아님안함,Platinum 2,WIN,Viego,jungle,3 , 0 , 0,3.00
트롤아님안함,Platinum 2,WIN,Kayn,jungle,17 , 4 , 9,6.50
트롤아님안함,Platinum 2,WIN,Kayn,jungle,12 , 2 , 14 ,3.00
트롤아님안함,Platinum 2,WIN,Khazix,jungle,24 , 6 , 5,4.83
트롤아님안함,Platinum 2,WIN,Nidalee,jungle,14 , 3 , 12,8.67
트롤아님안함,Platinum 2,LOSS,Evelynn,jungle,2 , 3 , 8,3.33
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,9 , 1 , 3 ,2.00
트롤아님안함,Platinum 2,LOSS,Evelynn,jungle,1 , 1 , 0,1.00
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,12 , 1 , 8 ,0.00
트롤아님안함,Platinum 2,LOSS,Evelynn,jungle,1 , 1 , 2,3.00
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,21 , 7 , 11,4.57
트롤아님안함,Platinum 2,LOSS,Evelynn,jungle,14 , 7 , 6,2.86
트롤아님안함,Platinum 2,LOSS,Evelynn,jungle,17 , 8 , 8,3.13
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,16 , 5 , 9,5.00
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,25 , 0 , 7 ,2.00
트롤아님안함,Platinum 2,WIN,Evelynn,jungle,11 , 2 , 9 ,0.00
트롤아님안함,Platinum 2,WIN,Soraka,support,4 , 6 , 24,4.67
트롤아님안함,Platinum 2,WIN,Warwick,jungle,13 , 0 , 5 ,8.00
트롤아님안함,Platinum 2,LOSS,Corki,mid,8 , 10 , 1,0.90
트롤아님안함,Platinum 2,LOSS,Corki,mid,10 , 9 , 5,1.67
트롤아님안함,Platinum 2,LOSS,Kassadin,mid,17 , 10 , 6,2.30
트롤아님안함,Platinum 2,WIN,Kayle,mid,14 , 9 , 5,2.11
트롤아님안함,Platinum 2,WIN,Katarina,mid,7 , 4 , 6,3.25
트롤아님안함,Platinum 2,LOSS,Vayne,adc,6 , 7 , 3,1.29
트롤아님안함,Platinum 2,WIN,Vayne,adc,19 , 4 , 6,6.25
트롤아님안함,Platinum 2,LOSS,Vayne,adc,10 , 8 , 13,2.88
트롤아님안함,Platinum 2,LOSS,Viego,jungle,13 , 11 , 8,1.91
퇴마사라칸2,Unranked,LOSS,Garen,top,9 , 14 , 3,0.86
초딩도암걸리나요,Unranked,WIN,Mordekaiser,mid,5 , 2 , 4,4.50
초딩도암걸리나요,Unranked,WIN,Blitzcrank,jungle,9 , 0 , 16 ,5.00
초딩도암걸리나요,Unranked,LOSS,Nocturne,mid,10 , 9 , 7,1.89
초딩도암걸리나요,Unranked,WIN,Trundle,top,7 , 5 , 11,3.60
초딩도암걸리나요,Unranked,LOSS,Alistar,support,0 , 9 , 7,0.78
초딩도암걸리나요,Unranked,LOSS,MasterYi,mid,4 , 11 , 2,0.55
천세인,Gold 2,WIN,Braum,support,0 , 0 , 5,5.00
천세인,Gold 2,WIN,Nami,support,1 , 6 , 22,3.83
천세인,Gold 2,LOSS,Ezreal,adc,8 , 7 , 7,2.14
천세인,Gold 2,LOSS,Karma,support,0 , 5 , 3,0.60
천세인,Gold 2,WIN,Ekko,jungle,1 , 1 , 2,3.00
천세인,Gold 2,WIN,Nami,support,2 , 3 , 28 ,0.00
천세인,Gold 2,LOSS,Viktor,mid,8 , 9 , 18,2.89
천세인,Gold 2,LOSS,LeeSin,jungle,6 , 5 , 4,2.00
천세인,Gold 2,LOSS,Jinx,adc,3 , 7 , 6,1.29
천세인,Gold 2,LOSS,Vex,mid,5 , 11 , 20,2.27
천세인,Gold 2,LOSS,Jinx,mid,5 , 14 , 26,2.21
천세인,Gold 2,LOSS,Syndra,adc,2 , 9 , 11,1.44
천세인,Gold 2,WIN,Xerath,adc,18 , 9 , 32,5.56
천세인,Gold 2,LOSS,Tryndamere,mid,4 , 20 , 26,1.50
천세인,Gold 2,LOSS,Ryze,adc,22 , 22 , 37,2.68
천세인,Gold 2,LOSS,Fizz,adc,9 , 11 , 11,1.82
천세인,Gold 2,WIN,Kindred,adc,14 , 12 , 18,2.67
천세인,Gold 2,LOSS,Yone,adc,10 , 10 , 9,1.90
천세인,Gold 2,WIN,Caitlyn,jungle,11 , 7 , 17,4.00
천세인,Gold 2,LOSS,Fizz,mid,21 , 15 , 15,2.40
천세인,Gold 2,LOSS,Yasuo,jungle,4 , 11 , 10,1.27
천세인,Gold 2,LOSS,Corki,jungle,17 , 8 , 12,3.63
천세인,Gold 2,WIN,Akali,adc,6 , 6 , 13,3.17
천세인,Gold 2,WIN,Vladimir,mid,4 , 8 , 29,4.13
천세인,Gold 2,WIN,MissFortune,adc,4 , 6 , 7,1.83
천세인,Gold 2,LOSS,MissFortune,adc,14 , 10 , 15,2.90
천세인,Gold 2,WIN,MissFortune,adc,19 , 1 , 7 ,6.00
천세인,Gold 2,LOSS,Caitlyn,adc,2 , 5 , 2,0.80
천세인,Gold 2,WIN,MissFortune,adc,16 , 3 , 6,7.33
천세인,Gold 2,LOSS,Xayah,adc,2 , 9 , 12,1.56
주약동게임천재,Gold 2,WIN,Gnar,top,3 , 3 , 4,2.33
주약동게임천재,Gold 2,LOSS,Caitlyn,adc,4 , 7 , 2,0.86
주약동게임천재,Gold 2,LOSS,Ahri,mid,4 , 6 , 0,0.67
주약동게임천재,Gold 2,LOSS,Akali,top,0 , 8 , 1,0.13
주약동게임천재,Gold 2,WIN,Akali,top,13 , 1 , 4 ,7.00
주약동게임천재,Gold 2,WIN,Akali,mid,9 , 6 , 11,3.33
주약동게임천재,Gold 2,LOSS,Thresh,support,1 , 9 , 14,1.67
주약동게임천재,Gold 2,LOSS,Akali,top,9 , 8 , 3,1.50
주약동게임천재,Gold 2,LOSS,Gnar,top,10 , 3 , 2,4.00
주약동게임천재,Gold 2,LOSS,Sett,top,1 , 2 , 1,1.00
주약동게임천재,Gold 2,LOSS,Jhin,adc,8 , 4 , 12,5.00
주약동게임천재,Gold 2,LOSS,Ezreal,adc,10 , 7 , 2,1.71
주약동게임천재,Gold 2,WIN,Samira,adc,17 , 5 , 9,5.20
주약동게임천재,Gold 2,LOSS,Kayle,support,11 , 8 , 20,3.88
주약동게임천재,Gold 2,WIN,Sett,support,14 , 4 , 20,8.50
주약동게임천재,Gold 2,WIN,Jinx,adc,12 , 8 , 19,3.88
주약동게임천재,Gold 2,WIN,Vayne,adc,2 , 1 , 10 ,2.00
주약동게임천재,Gold 2,WIN,Graves,top,10 , 5 , 11,4.20
주약동게임천재,Gold 2,WIN,Sett,top,1 , 1 , 6,7.00
주약동게임천재,Gold 2,LOSS,Sett,top,7 , 8 , 1,1.00
주약동게임천재,Gold 2,LOSS,Hecarim,jungle,5 , 3 , 0,1.67
주약동게임천재,Gold 2,WIN,Vayne,top,8 , 8 , 7,1.88
주약동게임천재,Gold 2,WIN,Mordekaiser,top,9 , 2 , 5,7.00
주약동게임천재,Gold 2,WIN,Sett,top,6 , 9 , 6,1.33
주약동게임천재,Gold 2,LOSS,Ezreal,adc,9 , 10 , 8,1.70
주약동게임천재,Gold 2,WIN,Sivir,adc,17 , 4 , 22,9.75
주약동게임천재,Gold 2,LOSS,Tristana,mid,8 , 9 , 20,3.11
주약동게임천재,Gold 2,LOSS,Jhin,adc,4 , 5 , 13,3.40
주약동게임천재,Gold 2,WIN,Ezreal,adc,10 , 5 , 15,5.00
주약동게임천재,Gold 2,LOSS,LeeSin,jungle,4 , 6 , 4,1.33
장사하자,Silver 2,LOSS,Zed,support,6 , 7 , 11,2.43
장사하자,Silver 2,LOSS,Riven,top,3 , 4 , 4,1.75
장사하자,Silver 2,WIN,Renekton,top,1 , 18 , 3,0.22
장사하자,Silver 2,WIN,Renata,support,2 , 10 , 38,4.00
장사하자,Silver 2,WIN,Quinn,support,8 , 4 , 16,6.00
장사하자,Silver 2,LOSS,Kayle,jungle,4 , 9 , 25,3.22
장사하자,Silver 2,WIN,Sona,adc,4 , 16 , 64,4.25
장사하자,Silver 2,WIN,Akshan,support,4 , 10 , 26,3.00
장사하자,Silver 2,WIN,Nautilus,top,4 , 13 , 30,2.62
장사하자,Silver 2,LOSS,Kaisa,support,6 , 7 , 14,2.86
장사하자,Silver 2,WIN,Twitch,top,5 , 8 , 23,3.50
장사하자,Silver 2,WIN,Xayah,adc,10 , 7 , 19,4.14
장사하자,Silver 2,LOSS,Teemo,mid,14 , 17 , 22,2.12
장사하자,Silver 2,LOSS,Katarina,adc,8 , 13 , 10,1.38
장사하자,Silver 2,WIN,Alistar,top,4 , 9 , 27,3.44
장사하자,Silver 2,WIN,Jayce,top,3 , 5 , 4,1.40
장사하자,Silver 2,RE,Fiora,top,0 , 0 , 0,0.00
장사하자,Silver 2,LOSS,Lux,support,0 , 7 , 6,0.86
장사하자,Silver 2,WIN,Renata,support,1 , 14 , 19,1.43
장사하자,Silver 2,LOSS,Zed,adc,3 , 3 , 1,1.33
장사하자,Silver 2,WIN,LeeSin,adc,0 , 9 , 5,0.56
장사하자,Silver 2,WIN,KogMaw,support,9 , 7 , 25,4.86
장사하자,Silver 2,LOSS,Ezreal,support,5 , 11 , 12,1.55
장사하자,Silver 2,LOSS,Thresh,mid,3 , 5 , 22,5.00
장사하자,Silver 2,LOSS,Taric,mid,0 , 9 , 45,5.00
장사하자,Silver 2,LOSS,Zed,jungle,5 , 4 , 2,1.75
장사하자,Silver 2,LOSS,Ekko,jungle,3 , 4 , 5,2.00
장사하자,Silver 2,WIN,RekSai,jungle,8 , 9 , 11,2.11
장사하자,Silver 2,WIN,KogMaw,mid,3 , 6 , 25,4.67
장사하자,Silver 2,WIN,Lucian,mid,11 , 9 , 24,3.89
이제우리 한 이불,Gold 4,WIN,Camille,top,5 , 3 , 2,2.33
이제우리 한 이불,Gold 4,WIN,Camille,top,6 , 1 , 2,8.00
이제우리 한 이불,Gold 4,WIN,Rumble,support,9 , 11 , 35,4.00
이제우리 한 이불,Gold 4,WIN,Sylas,mid,9 , 1 , 6 ,5.00
이제우리 한 이불,Gold 4,LOSS,Camille,top,8 , 13 , 15,1.77
이제우리 한 이불,Gold 4,WIN,Fizz,adc,8 , 8 , 3,1.38
이제우리 한 이불,Gold 4,LOSS,Xerath,adc,7 , 5 , 9,3.20
이제우리 한 이불,Gold 4,WIN,Sylas,top,11 , 9 , 12,2.56
이제우리 한 이불,Gold 4,LOSS,Ziggs,support,9 , 14 , 22,2.21
이제우리 한 이불,Gold 4,WIN,Nunu,support,9 , 11 , 39,4.36
이제우리 한 이불,Gold 4,WIN,Leona,support,2 , 7 , 24,3.71
이제우리 한 이불,Gold 4,WIN,Morgana,support,2 , 10 , 9,1.10
이제우리 한 이불,Gold 4,WIN,Malphite,top,2 , 4 , 8,2.50
이제우리 한 이불,Gold 4,WIN,Renekton,top,9 , 4 , 3,3.00
이제우리 한 이불,Gold 4,WIN,Camille,top,9 , 8 , 5,1.75
이제우리 한 이불,Gold 4,WIN,Camille,top,4 , 4 , 5,2.25
이제우리 한 이불,Gold 4,WIN,Camille,top,6 , 3 , 12,6.00
이제우리 한 이불,Gold 4,LOSS,Ornn,top,6 , 7 , 5,1.57
이제우리 한 이불,Gold 4,WIN,Camille,top,8 , 2 , 5,6.50
이제우리 한 이불,Gold 4,WIN,Sylas,top,7 , 7 , 6,1.86
이제우리 한 이불,Gold 4,WIN,Camille,top,10 , 4 , 2,3.00
이제우리 한 이불,Gold 4,WIN,Camille,top,5 , 12 , 5,0.83
이제우리 한 이불,Gold 4,LOSS,Malphite,top,8 , 5 , 4,2.40
이제우리 한 이불,Gold 4,WIN,Fiora,top,6 , 4 , 4,2.50
이제우리 한 이불,Gold 4,LOSS,Sylas,top,9 , 8 , 0,1.13
이제우리 한 이불,Gold 4,WIN,Yone,top,6 , 9 , 6,1.33
이제우리 한 이불,Gold 4,LOSS,Vayne,top,7 , 16 , 4,0.69
이제우리 한 이불,Gold 4,WIN,Fiora,top,16 , 8 , 4,2.50
이야기꽃,Platinum 1,WIN,Senna,support,0 , 0 , 4,4.00
이야기꽃,Platinum 1,LOSS,Soraka,support,2 , 9 , 17,2.11
이야기꽃,Platinum 1,WIN,Senna,support,4 , 1 , 8 ,2.00
이야기꽃,Platinum 1,WIN,Jhin,adc,4 , 3 , 7,3.67
이야기꽃,Platinum 1,WIN,Senna,support,2 , 0 , 11 ,3.00
이야기꽃,Platinum 1,WIN,Renata,support,1 , 3 , 22,7.67
이야기꽃,Platinum 1,WIN,Thresh,support,0 , 2 , 4,2.00
이야기꽃,Platinum 1,LOSS,Blitzcrank,support,2 , 7 , 25,3.86
이야기꽃,Platinum 1,WIN,Yuumi,support,2 , 2 , 17,9.50
이야기꽃,Platinum 1,LOSS,Karma,support,0 , 7 , 6,0.86
이야기꽃,Platinum 1,WIN,Thresh,support,1 , 2 , 18,9.50
이야기꽃,Platinum 1,WIN,Lulu,support,0 , 6 , 17,2.83
이야기꽃,Platinum 1,WIN,Blitzcrank,support,1 , 3 , 4,1.67
이야기꽃,Platinum 1,LOSS,Thresh,support,1 , 9 , 7,0.89
이야기꽃,Platinum 1,LOSS,Karma,support,1 , 8 , 18,2.38
이야기꽃,Platinum 1,LOSS,Nautilus,support,0 , 7 , 8,1.14
이야기꽃,Platinum 1,WIN,Senna,support,4 , 5 , 16,4.00
이야기꽃,Platinum 1,WIN,Thresh,support,1 , 2 , 9,5.00
이야기꽃,Platinum 1,WIN,Thresh,support,3 , 3 , 8,3.67
이야기꽃,Platinum 1,WIN,Thresh,support,3 , 1 , 10 ,3.00
이야기꽃,Platinum 1,WIN,Nautilus,support,0 , 6 , 10,1.67
이야기꽃,Platinum 1,WIN,Senna,support,9 , 2 , 23 ,6.00
이야기꽃,Platinum 1,WIN,Renata,support,3 , 3 , 18,7.00
이야기꽃,Platinum 1,LOSS,Thresh,support,1 , 8 , 5,0.75
이야기꽃,Platinum 1,WIN,Senna,support,3 , 4 , 16,4.75
이야기꽃,Platinum 1,WIN,Thresh,support,0 , 6 , 16,2.67
이야기꽃,Platinum 1,WIN,Thresh,support,1 , 2 , 15,8.00
이야기꽃,Platinum 1,LOSS,Senna,support,1 , 7 , 11,1.71
이야기꽃,Platinum 1,WIN,Lulu,support,0 , 2 , 8,4.00
이야기꽃,Platinum 1,LOSS,Renata,support,2 , 8 , 14,2.00
유학생1호,Gold 4,WIN,Renekton,mid,2 , 1 , 1,3.00
유학생1호,Gold 4,WIN,Leona,support,5 , 5 , 19,4.80
유학생1호,Gold 4,WIN,Blitzcrank,adc,4 , 4 , 17,5.25
유학생1호,Gold 4,LOSS,Riven,top,0 , 4 , 0,0.00
유학생1호,Gold 4,WIN,Renekton,support,7 , 4 , 8,3.75
유학생1호,Gold 4,WIN,Zed,top,11 , 0 , 2 ,3.00
유학생1호,Gold 4,LOSS,Lulu,jungle,6 , 11 , 26,2.91
유학생1호,Gold 4,LOSS,Vex,mid,12 , 9 , 23,3.89
유학생1호,Gold 4,LOSS,Riven,top,7 , 10 , 2,0.90
유학생1호,Gold 4,WIN,Riven,top,12 , 6 , 21,5.50
유학생1호,Gold 4,WIN,Xayah,adc,9 , 8 , 23,4.00
유학생1호,Gold 4,WIN,Rakan,support,6 , 9 , 23,3.22
유학생1호,Gold 4,WIN,Riven,top,4 , 0 , 0,4.00
유학생1호,Gold 4,WIN,Riven,top,6 , 2 , 4,5.00
유학생1호,Gold 4,WIN,Leblanc,mid,19 , 1 , 7 ,6.00
유학생1호,Gold 4,LOSS,Lucian,adc,15 , 11 , 11,2.36
유학생1호,Gold 4,LOSS,Lucian,adc,19 , 9 , 15,3.78
유학생1호,Gold 4,WIN,Ezreal,adc,5 , 1 , 2,7.00
유학생1호,Gold 4,WIN,Riven,top,5 , 5 , 3,1.60
유학생1호,Gold 4,WIN,Riven,top,5 , 4 , 1,1.50
유학생1호,Gold 4,WIN,Lulu,support,2 , 2 , 16,9.00
유학생1호,Gold 4,LOSS,Nami,support,2 , 4 , 18,5.00
유학생1호,Gold 4,WIN,Thresh,support,0 , 2 , 8,4.00
유학생1호,Gold 4,WIN,Pantheon,support,14 , 2 , 11 ,2.50
유학생1호,Gold 4,WIN,Ezreal,adc,16 , 6 , 11,4.50
유학생1호,Gold 4,WIN,Vayne,adc,20 , 4 , 14,8.50
유학생1호,Gold 4,LOSS,Lucian,adc,10 , 4 , 4,3.50
유학생1호,Gold 4,WIN,Zed,jungle,5 , 7 , 5,1.43
유학생1호,Gold 4,WIN,Graves,jungle,15 , 6 , 9,4.00
유학생1호,Gold 4,LOSS,Riven,top,18 , 5 , 2,4.00
원딜만하는계정임,Gold 3,WIN,Shyvana,mid,2 , 9 , 14,1.78
원딜만하는계정임,Gold 3,WIN,Tryndamere,mid,1 , 7 , 6,1.00
원딜만하는계정임,Gold 3,WIN,Tryndamere,mid,1 , 0 , 0,1.00
원딜만하는계정임,Gold 3,WIN,Tryndamere,mid,4 , 4 , 5,2.25
원딜만하는계정임,Gold 3,WIN,Tryndamere,mid,8 , 3 , 14,7.33
원딜만하는계정임,Gold 3,LOSS,Rammus,jungle,3 , 6 , 12,2.50
원딜만하는계정임,Gold 3,WIN,Tryndamere,mid,4 , 6 , 4,1.33
원딜만하는계정임,Gold 3,LOSS,Rammus,jungle,3 , 7 , 10,1.86
원딜만하는계정임,Gold 3,WIN,Rammus,jungle,4 , 4 , 11,3.75
원딜만하는계정임,Gold 3,WIN,Rammus,jungle,5 , 1 , 17 ,2.00
원딜만하는계정임,Gold 3,WIN,Rammus,jungle,7 , 5 , 18,5.00
